filename,GPE,GPE clean,count
cn1965-05-31-places.txt,Conn-,Connecticut,3
cn1965-05-31-places.txt,North Car-,North Carolina,1
cn1965-05-31-places.txt,Mis-  souri,Missouri,1
cn1965-05-31-places.txt,New Jersey,New Jersey,7
cn1965-05-31-places.txt,Illinois,Illinois,2
cn1965-05-31-places.txt,Rhode Island,Rhode Island,1
cn1965-05-31-places.txt,Washington,Washington,1
cn1965-05-31-places.txt,Indiana,Indiana,1
cn1965-05-31-places.txt,Vermont,Vermont,1
cn1965-05-31-places.txt,Michigan,Michigan,1
cn1965-05-31-places.txt,Iowa,Iowa,1
cn1965-05-31-places.txt,New Jer-,New Jersey,1
cn1965-05-31-places.txt,Louisiana,Louisiana,2
cn1965-05-31-places.txt,Argentina,Argentina,1
cn1965-05-31-places.txt,England,England,1
cn1965-05-31-places.txt,Connecticut,Connecticut,2
cn1965-05-31-places.txt,Turkey,Turkey,1
cn1965-05-31-places.txt,Vir- ginia,Virginia,1
cn1965-05-31-places.txt,Delaware,Delaware,1
cn1965-05-31-places.txt,New ‘York,New York,1
cn1965-05-31-places.txt,Nebraska,Nebraska,1
cn1965-05-31-places.txt,New Hamp-,New Hampshire,1
cn1966-05-30-places.txt,West,West Virginia,1
cn1966-05-30-places.txt,Switz-,Switzerland,1
cn1966-05-30-places.txt,Alaska,Alaska,1
cn1966-05-30-places.txt,New York,New York,22
cn1966-05-30-places.txt,California,California,3
cn1966-05-30-places.txt,Taiwan,Taiwan,1
cn1966-05-30-places.txt,Canada,Canada,1
cn1966-05-30-places.txt,Colorado,Colorado,1
cn1966-05-30-places.txt,Pennsylvania,Pennsylvania,11
cn1966-05-30-places.txt,Illinois,Illinois,5
cn1966-05-30-places.txt,Oregon,Oregon,1
cn1966-05-30-places.txt,Pennsyl- vania,Pennsylvania,1
cn1966-05-30-places.txt,Massachusetts,Massachusetts,3
cn1966-05-30-places.txt,New Jer-,New Jersey,1
cn1966-05-30-places.txt,Massachu- setts*,Massachusetts,1
cn1966-05-30-places.txt,Ohio,Ohio,5
cn1966-05-30-places.txt,New Jersey,New Jersey,6
cn1966-05-30-places.txt,Connecticut,Connecticut,1
cn1966-05-30-places.txt,Massa- chusetts,Massachusetts,2
cn1966-05-30-places.txt,Indiana,Indiana,3
cn1966-05-30-places.txt,North Carolina,North Carolina,3
cn1966-05-30-places.txt,Massachu-,Massachusetts,1
cn1966-05-30-places.txt,Maryland,Maryland,5
cn1966-05-30-places.txt,Texas,Texas,3
cn1966-05-30-places.txt,Virginia,Virginia,3
cn1966-05-30-places.txt,Jersey,New Jersey,1
cn1966-05-30-places.txt,Florida,Florida,2
cn1966-05-30-places.txt,Rhode Island,Rhode Island,2
cn1966-05-30-places.txt,Pennsyl- vania,Pennsylvania,1
cn1966-05-30-places.txt,Georgia,Georgia,1
cn1966-05-30-places.txt,North Car -,North Carolina,1
cn1966-05-30-places.txt,Italy,Italy,1
cn1966-05-30-places.txt,Uruguay,Uruguay,1
cn1966-05-30-places.txt,Hampshire,New Hampshire,1
cn1966-05-30-places.txt,Pennsyl-  vania,Pennsylvania,1
cn1966-05-30-places.txt,Oklahoma,Oklahoma,1
cn1966-05-30-places.txt,Ecuador,Ecuador,1
cn1966-05-30-places.txt,the District of Columbia,Washington D.C.,1
cn1966-05-30-places.txt,Nigeria,Nigeria,1
cn1966-05-30-places.txt,Mary-,Maryland,1
cn1966-05-30-places.txt,New York’,New York,1
cn1966-05-30-places.txt,Japan,Japan,1
cn1966-05-30-places.txt,Pennsyl- vania*,Pennsylvania,1
cn1966-05-30-places.txt,Maine,Maine,2
cn1966-05-30-places.txt,Alabama,Alabama,1
cn1966-05-30-places.txt,Mexico,Mexico,1
cn1966-05-30-places.txt,New  York,New York,1
cn1966-05-30-places.txt,Delaware,Delaware,1
cn1968-05-27-places.txt,New York,New York,24
cn1968-05-27-places.txt,California,California,2
cn1968-05-27-places.txt,Oregon,Oregon,1
cn1968-05-27-places.txt,Connecticut,Connecticut,3
cn1968-05-27-places.txt,Pennsylvania,Pennsylvania,5
cn1968-05-27-places.txt,Texas,Texas,2
cn1968-05-27-places.txt,Virginia,Virginia,9
cn1968-05-27-places.txt,Ohio,Ohio,4
cn1968-05-27-places.txt,New  Jersey,New Jersey,1
cn1968-05-27-places.txt,Greece,Greece,1
cn1968-05-27-places.txt,New Hamp-,New Hampshire,2
cn1968-05-27-places.txt,New Jersey,New Jersey,5
cn1968-05-27-places.txt,Maine,Maine,1
cn1968-05-27-places.txt,Hawaii,Hawaii,1
cn1968-05-27-places.txt,Utah,Utah,1
cn1968-05-27-places.txt,Illinois,Illinois,4
cn1968-05-27-places.txt,Maryland,Maryland,2
cn1968-05-27-places.txt,Cali-  fornia,California,1
cn1968-05-27-places.txt,Massachusetts,Massachusetts,3
cn1968-05-27-places.txt,Florida,Florida,3
cn1968-05-27-places.txt,Brazil,Brazil,1
cn1968-05-27-places.txt,Ilinois,Illinois,1
cn1968-05-27-places.txt,India,India,1
cn1968-05-27-places.txt,Jersey,New Jersey,1
cn1968-05-27-places.txt,Georgia,Georgia,3
cn1968-05-27-places.txt,Canada,Canada,1
cn1968-05-27-places.txt,Minnesota,Minnesota,2
cn1968-05-27-places.txt,New  York,New York,1
cn1968-05-27-places.txt,South Caro-,South Carolina,1
cn1968-05-27-places.txt,New*  Jersey,New Jersey,1
cn1968-05-27-places.txt,Columbia,Columbia,1
cn1968-05-27-places.txt,Mexico,Mexico,1
cn1968-05-27-places.txt,New. York,New York,1
cn1968-05-27-places.txt,Missouri,Missouri,1
cn1968-05-27-places.txt,Arizona,Arizona,1
