filename,GPE,count
cn1964-06-01-places.txt,New York,24
cn1964-06-01-places.txt,Pennsylvania,6
cn1964-06-01-places.txt,Ohio,8
cn1964-06-01-places.txt,New Jersey,6
cn1964-06-01-places.txt,the District of Columbia,4
cn1964-06-01-places.txt,Virginia,2
cn1964-06-01-places.txt,Illinois,2
cn1964-06-01-places.txt,Hawaii,1
cn1964-06-01-places.txt,Massachusetts,3
cn1964-06-01-places.txt,Massa- chusetts,1
cn1964-06-01-places.txt,New. York,2
cn1964-06-01-places.txt,Montana,2
cn1964-06-01-places.txt,New: York,1
cn1964-06-01-places.txt,Italy,1
cn1964-06-01-places.txt,New  ,1
cn1964-06-01-places.txt,Connecticut,5
cn1964-06-01-places.txt,Egypt,1
cn1964-06-01-places.txt,Maryland,2
cn1964-06-01-places.txt,Oklahoma,1
cn1964-06-01-places.txt,the District of Columbia*,1
cn1964-06-01-places.txt,Argentina,1
cn1964-06-01-places.txt,California,2
cn1964-06-01-places.txt,West Virginia,1
cn1964-06-01-places.txt,Idaho,1
cn1964-06-01-places.txt,Kentucky,1
cn1964-06-01-places.txt,New york,1
cn1964-06-01-places.txt,Perinsyl-  svania,1
cn1964-06-01-places.txt,New Yérk,1
cn1964-06-01-places.txt,Indiana,1
cn1964-06-01-places.txt,New™  ,1
cn1964-06-01-places.txt,Massachu- setts,1
cn1964-06-01-places.txt,Tennessee,1
cn1964-06-01-places.txt,Wyoming,1
cn1965-05-31-places.txt,Ohio,4
cn1965-05-31-places.txt,New York,29
cn1965-05-31-places.txt,Maryland,8
cn1965-05-31-places.txt,Pennsyl-  vania  Bernice,1
cn1965-05-31-places.txt,Pennsylvania,11
cn1965-05-31-places.txt,New ,15
cn1965-05-31-places.txt,Pennsyl- vania,3
cn1965-05-31-places.txt,Minnesota,2
cn1965-05-31-places.txt,Canada,1
cn1965-05-31-places.txt,France,1
cn1965-05-31-places.txt,Texas,3
cn1965-05-31-places.txt,New  York,1
cn1965-05-31-places.txt,Brazil,1
cn1965-05-31-places.txt,Virginia,2
cn1965-05-31-places.txt,Massachusetts,4
cn1965-05-31-places.txt,Florida,3
cn1965-05-31-places.txt,New,1
cn1965-05-31-places.txt,California,2
cn1965-05-31-places.txt,New Hampshire,1
cn1965-05-31-places.txt,Kentucky,1
cn1965-05-31-places.txt,North Carolina,1
cn1965-05-31-places.txt,New  o,1
cn1965-05-31-places.txt,Jersey,1
cn1965-05-31-places.txt,Oklahoma,1
cn1965-05-31-places.txt,the District of Columbia,4
cn1965-05-31-places.txt,Arizona,1
cn1965-05-31-places.txt,Germany,1
cn1965-05-31-places.txt,Idaho,1
cn1965-05-31-places.txt,Conn- ,3
cn1965-05-31-places.txt,North Car- ,1
cn1965-05-31-places.txt,Mis-  souri,1
cn1965-05-31-places.txt,New Jersey,7
cn1965-05-31-places.txt,Illinois,2
cn1965-05-31-places.txt,Rhode Island,1
cn1965-05-31-places.txt,Washington,1
cn1965-05-31-places.txt,Indiana,1
cn1965-05-31-places.txt,Vermont,1
cn1965-05-31-places.txt,Michigan,1
cn1965-05-31-places.txt,Iowa,1
cn1965-05-31-places.txt,New Jer- ,1
cn1965-05-31-places.txt,Louisiana,2
cn1965-05-31-places.txt,Argentina,1
cn1965-05-31-places.txt,England,1
cn1965-05-31-places.txt,Connecticut,2
cn1965-05-31-places.txt,Turkey,1
cn1965-05-31-places.txt,Vir- ginia,1
cn1965-05-31-places.txt,Delaware,1
cn1965-05-31-places.txt,New ‘York,1
cn1965-05-31-places.txt,Nebraska,1
cn1965-05-31-places.txt,New Hamp-,1
cn1966-05-30-places.txt,West ,1
cn1966-05-30-places.txt,Switz- ,1
cn1966-05-30-places.txt,Alaska,1
cn1966-05-30-places.txt,New York,22
cn1966-05-30-places.txt,California,3
cn1966-05-30-places.txt,Taiwan,1
cn1966-05-30-places.txt,Canada,1
cn1966-05-30-places.txt,Colorado,1
cn1966-05-30-places.txt,Pennsylvania,11
cn1966-05-30-places.txt,Illinois,5
cn1966-05-30-places.txt,Oregon,1
cn1966-05-30-places.txt,Pennsyl- vania  ,1
cn1966-05-30-places.txt,Massachusetts,3
cn1966-05-30-places.txt,New Jer- ,1
cn1966-05-30-places.txt,Massachu- setts*,1
cn1966-05-30-places.txt,New ,5
cn1966-05-30-places.txt,Ohio,5
cn1966-05-30-places.txt,New Jersey,6
cn1966-05-30-places.txt,Connecticut,1
cn1966-05-30-places.txt,Massa- chusetts  ,1
cn1966-05-30-places.txt,Indiana,3
cn1966-05-30-places.txt,North Carolina,3
cn1966-05-30-places.txt,Massachu-,1
cn1966-05-30-places.txt,Maryland,5
cn1966-05-30-places.txt,Texas,3
cn1966-05-30-places.txt,Virginia,3
cn1966-05-30-places.txt,Jersey,1
cn1966-05-30-places.txt,Florida,2
cn1966-05-30-places.txt,Rhode Island,2
cn1966-05-30-places.txt,Pennsyl- vania,1
cn1966-05-30-places.txt,Georgia,1
cn1966-05-30-places.txt,North Car -  ,1
cn1966-05-30-places.txt,Massa- chusetts,1
cn1966-05-30-places.txt,Italy,1
cn1966-05-30-places.txt,Uruguay,1
cn1966-05-30-places.txt,Hampshire,1
cn1966-05-30-places.txt,New  ,1
cn1966-05-30-places.txt,Pennsyl-  vania ,1
cn1966-05-30-places.txt,Oklahoma,1
cn1966-05-30-places.txt,Ecuador,1
cn1966-05-30-places.txt,the District of Columbia,1
cn1966-05-30-places.txt,Nigeria,1
cn1966-05-30-places.txt,Mary- ,1
cn1966-05-30-places.txt,New York’,1
cn1966-05-30-places.txt,Japan,1
cn1966-05-30-places.txt,Pennsyl- vania*,1
cn1966-05-30-places.txt,Maine,2
cn1966-05-30-places.txt,Alabama,1
cn1966-05-30-places.txt,Mexico,1
cn1966-05-30-places.txt,New  York,1
cn1966-05-30-places.txt,Delaware,1
cn1968-05-27-places.txt,New York,24
cn1968-05-27-places.txt,California,2
cn1968-05-27-places.txt,Oregon,1
cn1968-05-27-places.txt,New ,17
cn1968-05-27-places.txt,Connecticut,3
cn1968-05-27-places.txt,Pennsylvania,5
cn1968-05-27-places.txt,Texas,2
cn1968-05-27-places.txt,Virginia,9
cn1968-05-27-places.txt,Ohio,4
cn1968-05-27-places.txt,Sieciivivania,1
cn1968-05-27-places.txt,New  Jersey,1
cn1968-05-27-places.txt,Greece,1
cn1968-05-27-places.txt,New Hamp- ,1
cn1968-05-27-places.txt,New Jersey,5
cn1968-05-27-places.txt,New  ,2
cn1968-05-27-places.txt,Maine,1
cn1968-05-27-places.txt,Hawaii,1
cn1968-05-27-places.txt,Utah,1
cn1968-05-27-places.txt,Illinois,4
cn1968-05-27-places.txt,Maryland,2
cn1968-05-27-places.txt,Cali-  fornia,1
cn1968-05-27-places.txt,Skluth,1
cn1968-05-27-places.txt,Massachusetts,3
cn1968-05-27-places.txt,Florida,3
cn1968-05-27-places.txt,Brazil,1
cn1968-05-27-places.txt,Ilinois,1
cn1968-05-27-places.txt,India,1
cn1968-05-27-places.txt,Jersey,1
cn1968-05-27-places.txt,New Tereei,1
cn1968-05-27-places.txt,Georgia,3
cn1968-05-27-places.txt,New Hamp-  ,1
cn1968-05-27-places.txt,Canada,1
cn1968-05-27-places.txt,Minnesota,2
cn1968-05-27-places.txt,New  York,1
cn1968-05-27-places.txt,South Caro- ,1
cn1968-05-27-places.txt,New*  Jersey,1
cn1968-05-27-places.txt,Columbia,1
cn1968-05-27-places.txt,Mexico,1
cn1968-05-27-places.txt,New. York,1
cn1968-05-27-places.txt,New Pa,1
cn1968-05-27-places.txt,Missouri,1
cn1968-05-27-places.txt,Arizona,1
